parameter_id,parameter_family,purpose,value,status,unit,scope,evidence_ids,origin_type,adoption_reason,alternatives,uncertainty,sensitivity,calibration,model_version,release_gate,legacy_rule_ids,source_locator,live_default,notes
PAR_LEGACY_HCI_WIND_BANDS,legacy_hci_curve,legacy HCI WIND 경계 전사,"{""input_floor"":0,""upper_exclusive_score_pairs"":[[0.6,8],[10,10],[20,9],[30,8],[40,6],[50,3],[70,0]],""otherwise"":-10}",retired_or_not_adopted,mean_km/h→component_points,legacy relax,HC01;HC02,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,legacy hci.py:33–76,null,HC01 원표의 새 모델 승인값으로 자동 승격하지 않음; 포함경계와 소수처리는 재현 전 별도 QA; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_HCI_WEIGHT_AND_DISPLAY,legacy_hci,legacy HCI 합산·표시,"{""weights"":{""thermal"":2,""aesthetic"":4,""precipitation"":3,""wind"":1},""display_clip"":[0,100],""rounding"":""Python round""}",retired_or_not_adopted,component_points→heuristic_points,relax,HC01;HC02,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,legacy hci.py:79–99,null,원합과 표시clip 분리; 아래 새 offline 사양에서 별도 검토; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_HUMIDEX_CONSTANTS,legacy_hci,Humidex 계산 상수·식,"{""e_expression"":""6.11*exp(5417.7530*(1/273.16-1/(273.15+Td)))"",""humidex_expression"":""T+(5/9)*(e-10)""}",retired_or_not_adopted,"T,Td:degC;e:hPa;output:index",legacy HCI,HC01,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,legacy hci.py:24–30,null,공식의 역사적 전사. 새 offline재현 source/단위 QA 대상; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_MAGNUS_CONSTANTS,legacy_hci,RH에서 이슬점 변환,"{""a"":17.625,""b"":243.04,""gamma"":""ln(RH/100)+a*T/(b+T)"",""Td"":""b*gamma/(a-gamma)"",""air_range_degC"":[-80,60],""RH_percent"":{""lower_exclusive"":0,""upper_inclusive"":100}}",retired_or_not_adopted,degC;percent,legacy HCI,HC01,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,legacy derived.py:573–592,null,범위검사는 데이터 validator이며 선호/안전 허용범위 아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_KMA_SKY_UPPER_MAPPING,legacy_hci,SKY 범주 상한 대체,"{""1"":50,""3"":80,""4"":100}",retired_or_not_adopted,provider_code→cloud_percent,legacy HCI,HC01,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,legacy derived.py:595–612,null,현재 범주내 최소component점수 대체이며 실측구름/일사량 아님; 새 offline기본값으로 채택안함; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_HCI_INPUT_WINDOW,legacy_hci,동시 snapshot 입력과 유효성,"{""required"":[""air_temperature_c"",""relative_humidity_pct"",""sky_condition_code"",""precipitation_amount_text"",""daily_precipitation_mm"",""wind_speed_ms""],""identity"":""same KMA source/station/scope/mode/validity window"",""wind_conversion_multiplier"":3.6,""daily_rain_range_mm"":[0,2000],""wind_range_ms"":[0,100],""pcp_check"":""lower_bound<=daily_total""}",retired_or_not_adopted,mixed,legacy beach snapshot,HC01;HC04,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-07,"legacy derived.py:45–54,177–224,679–715",null,단일 wind×3.6은 일평균생성이 아님; 현재 legacy KMA adapter가 daily_total을 생성하지 않아 abstain; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_ONSEN_SESSION_FORMULAE,legacy_onsen,시설 요구·혼잡·수온 요청 일치도,"{""amenity_fit"":""matched_required/required_count"",""crowd_fit"":""1-abs(target-observed)"",""preferred_temperature_fit"":""max(0,1-abs(preferred-observed)/tolerance)""}",retired_or_not_adopted,proportion_0_to_1,요청범위 onsen,AC05;AC06;AC07,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-09,legacy onsen.py:153–171,null,요청/대응자료 없으면 metric미생성; 무조건중립점수 금지; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_ONSEN_TEMPERATURE_TOLERANCE,legacy_onsen,선호수온 핏 감소 폭,5.0,retired_or_not_adopted,degC,onsen,AC05;AC06;AC07,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-09,"legacy onsen.py:48,168–171",null,임상/선호연구에서 추정되지 않은 기본값; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_ONSEN_SESSION_EXPIRY,legacy_onsen,개인 선호 metric 수명,"{""valid_from"":""evaluation_at"",""valid_until"":""evaluation_at"",""persistable"":false,""source"":""SESSION_CONTEXT""}",retired_or_not_adopted,datetime/in_memory,onsen session,,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-09,legacy onsen.py:175–215,null,과거 알고리즘 계약 보존; 새설계 개인정보/세션 계약은 별도; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_ONSEN_OPERATION_SHELTER,legacy_onsen,시설 운영·실내대피 파생,"{""operation_confidence"":""min(catalog_confidence,selected_operation_confidences)"",""catalog_min_confidence"":0.8,""shelter_true_requires"":[""verified_catalog"",""indoor=true"",""bad_weather_suitable=true""],""shelter_value_when_true"":1.0,""otherwise"":""metric_not_emitted""}",retired_or_not_adopted,proportion,onsen,AC05;AC06;AC07,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-09,"legacy derived.py:316–395,718–735",null,confidence .8 또는 시설boolean이 의료안전 보장 아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RAFTING_TRAPEZOID,legacy_rafting,유량 적합 사다리꼴,"{""ordering"":""0<=q_min<q_opt_low<=q_opt_high<q_max"",""q_min"":null,""q_opt_low"":null,""q_opt_high"":null,""q_max"":null,""outside_or_on_limits"":0,""optimal_band"":100,""rising"":""100*(Q-q_min)/(q_opt_low-q_min)"",""falling"":""100*(q_max-Q)/(q_max-q_opt_high)""}",retired_or_not_adopted,Q:m3/s;output:heuristic_points,지점·구간별 rafting,AC03;AC04;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-10,legacy derived.py:654–676;conditions/models.py:366–438,null,실제 보정Q값은 확인하지 않음. fixture10/20/30/40을 현지값으로 쓰지 않음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RAFTING_CALIBRATION_BINDING,legacy_rafting,유량곡선 지점 identity,"{""required"":[""spot"",""version"",""station_id"",""exact_spatial_scope"",""authority"",""public_https_evidence"",""verified_at"",""active_verified""],""active_rows_per_spot"":1,""unit"":""m3/s""}",retired_or_not_adopted,identity/constraints,rafting,AC03;AC04;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-10,legacy conditions/models.py:366–438;derived.py:475–531,null,보정모델 schema존재가 실제 보정행존재를 뜻하지 않음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_MINIMUM_COVERAGE,legacy_quality,활동별 가중 coverage 하한,"{""swim"":0.8,""surf"":0.8,""relax"":0.9,""mudflat"":0.85,""onsen"":0.7,""rafting"":0.9}",retired_or_not_adopted,weight_fraction,6legacy활동,,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-11,legacy profiles.py:94–187,null,coverage는 자료확보 가중비율이며 불확실성/확률 아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
